Japanese Input,Japanese,Type,Image,Audio,Vietnamese,Korean,Chinese_Simplified,Chinese_Traditional,English,Spanish_LA,Spanish_SP,Word_1,Word_2,Word_3,Word_4,Word_Example_1,Word_Example_2,Word_Example_3,Word_Example_4,Word_Example_1_Audio,Word_Example_2_Audio,Word_Example_3_Audio,Word_Example_4_Audio
それで使いものにならなければ<br>焼(や)こうが煮(に)ようが<br>好(す)きにするがいい,それで 使[つか]いものにならなければ<br> 焼[や]こうが 煮[に]ようが<br> 好[す]きにするがいい,それで使いものにならなければ焼こうが煮ようが好きにするがいい,"<img src=""Spirited_Away_-_ja_-_Jap_2501123.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2500971.mp3],"Tới lúc đó, nếu nó vẫn vô tích sự,<br>muốn nướng hay luộc thì tùy.",그래도 쓸 만하지 않으면<br>구워 먹든 말든 마음대로 해<br>그래도 쓸 만하지 않으면<br>구워 먹든 말든 마음대로 해,如[rú]果[guǒ]还[hái]是[shì]不[bù]能[néng]用[yòng] 就[jiù]随[suí]你[nǐ]们[men]处[chǔ]分[fèn]<[<br>]b[rú]r[guǒ]>[hái]如[shì]果[bù]还[néng]是[yòng]不[ ]能[jiù]用[suí] 就[men]随[chǔ]你[fèn],如[rú]果[guǒ]還[hái]是[shì]不[bù]能[néng]用[yòng]，[，]就[jiù]隨[suí]你[nǐ]們[men]處[chù]分[fēn]<[<br>]b[rú]r[guǒ]>[hái]如[shì]果[bù]還[néng]是[yòng]不[，]能[jiù]用[suí]，[nǐ]就[men]隨[chù]你[fēn],"If she's still useless then,<br>fry her, boil her,<br>do with her as you will.","Si eso no sirve de nada,<br>fríanla, hiérvanla,<br>hagan lo que quieran con ella.","Si no sirve de nada,<br>freídla, hervidla o lo que queráis.",使[つか]いもの： 役に立[やくにた]つ 物[もの]・ 人[にん],,〜ば： 仮定条件[かていじょうけん]を 表[あらわ]す,〜ようが〜まいが：どちらでも 結果[けっか]は 同[おな]じ,この 道具[どうぐ]は 古[ふる]くて、もう 使[つか]いものにならない。,,雨[あめ]が 降[ふ]れば 行[い]かない。,雨[あめ]が 降[くだ]ろうが 降[ふ]るまいが、 出[で]かけます。,[sound:hypertts-00ef057c540d25a84995cfd01353cb28509404ac71bb52c71f1e342f.mp3],,[sound:hypertts-2ea97ad263861b0298d36ad9f98f1df5d77bfc6619729c15a5122992.mp3],[sound:hypertts-e4479c6f04b0f96d002ae52e7e24a5394e6f29fb2525f85f557b9b49.mp3]
手下を欲(ほ)しがっていたな<br>そうそう リンが適役(てきやく)だぞ,手下[てした]を 欲[ほ]しがっていたな<br>そうそうリンが 適役[てきやく]だぞ,手下を欲しがっていたなそうそうリンが適役だぞ,"<img src=""Spirited_Away_-_ja_-_Jap_2512426.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2512154.mp3],"Cô muốn có phụ tá mà?<br>Phải phải, Lin nhận là thích hợp nhất.","일손이 부족하다며?<br>맞아, 린이 적임자야",你[nǐ]不[bú]是[shì]想[xiǎng]要[yào]个[gè]帮[bāng]手[shǒu]吗[ma]？[？<br>]<[duì]b[ ]r[xiǎo]>[líng]对[zuì] 小[hé]玲[le],妳[nǐ]不[bú]是[shì]想[xiǎng]要[yào]個[gè]幫[bāng]手[shǒu]嗎[ma]？[？<br>]<[duì]b[…]r[xiǎo]>[líng]對[zuì]…[shì]小[hé]玲[le],"You wanted help?<br>That's right, Lin's just perfect.","¿No querías ayuda?<br>Es verdad, Lin es perfecta.","Querías ayuda.<br>Sí, es perfecta para Lin.",手下[てした]：ボスに 従[したが]う 者[もの]、 部下[ぶか],適役[てきやく]： 役[やく]にふさわしい 人[ひと],〜がっている： 他人[たにん]の 欲求[よっきゅう]を 表[あらわ]す,〜だぞ： 強調[きょうちょう]や 注意[ちゅうい]を 表[あらわ]す,ボスの 手下[てした]がたくさんいる。,この 役[やく]には 彼[かれ]が 適役[てきやく]だ。,子供[こども]が 新[あたら]しいおもちゃを 欲[ほ]しがっている。,これは 大事[だいじ]な 秘密[ひみつ]だぞ。,[sound:hypertts-0306a3f8dbe4174f9d78869a1cbc59f465e0a2e94a727b16b9ee60e4.mp3],[sound:hypertts-779ed39b9e285d8a596aa16f93831867f310047d78d5ded619a15ef0.mp3],[sound:hypertts-3654b92a40a8acc46e8c447c1c973947b2659831c94530de44e26c0a.mp3],[sound:hypertts-55d1dde36198086e836fff500baf6a01768f436b783716fc0f5ba674.mp3]
やってらんねえよ<br>埋(う)め合わせはしてもらうからね,やってらんねえよ<br> 埋[う]め 合[あ]わせはしてもらうからね,やってらんねえよ埋め合わせはしてもらうからね,"<img src=""Spirited_Away_-_ja_-_Jap_2520142.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2519893.mp3],Nhớ chuyện này nhé.<br>Tôi sẽ bắt mấy người phải đền bù đấy.,이 빚은 언젠가<br>갚아야 할 거예요!,要[yào]是[shì]真[zhēn]做[zuò]不[bù]下[xià]去[qù] 我[wǒ]让[ràng]你[nǐ]打[dǎ]杂[zá]好[hǎo]了[le],真[zhēn]是[shì]做[zuò]不[bù]下[xià]去[qù]了[le]，[，]我[wǒ]讓[ràng]妳[nǐ]來[lái]打[dǎ]雜[zá]好[hǎo]了[le],What a pain. You're gonna pay for this.,Qué pesado. Pagarás por esto.,La que me ha caído encima...<br>Me las pagarás.,埋め合[うめあ]わせ： 失[うしな]った 分[ぶん]を 補[おぎな]うこと,,〜てもらう： 相手[あいて]に 行為[こうい]をしてもらう,口語[こうご] 省略[しょうりゃく]（やってらんねえ＝やっていられない）： 不満[ふまん]や 拒否[きょひ],遅刻[ちこく]したので、 後[あと]で 埋め合[うめあ]わせをする。,,先生[せんせい]に 教[おし]えてもらう。,こんな 仕事[しごと]、もうやってらんないよ。,[sound:hypertts-531c59a987d45050aa58d5d8fa12ac9cbae1e2fd7987c986eda42c0b.mp3],,[sound:hypertts-d0f7dffd03726814d4efcf42c326c0b13815744ee8cd899c6b32c435.mp3],[sound:hypertts-e8b4d432d15f0ee11521ef5309a8cd23a64593673e584c72f3f478b4.mp3]
油断(ゆだん)するなよ<br>わかんない事はオレに聞け な？,油断[ゆだん]するなよ<br>分[わ]かんない 事[こと]はオレに 聞[き]けな？,油断するなよ分かんない事はオレに聞けな,"<img src=""Spirited_Away_-_ja_-_Jap_2542790.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2542594.mp3],"Đừng lơ là đó.<br>Có việc gì không hiểu<br>cứ hỏi chị, hiểu không?",방심하지 말고<br>모르는 건 물어봐,千[qiān]万[wàn]不[bú]要[yào]大[dà]意[yì]<[<br>]b[yǒu]r[bù]>[dǒng]有[de]不[shì]懂[jǐn]的[guǎn]事[wèn]尽[wǒ]管[ ]问[dǒng]我[ma],千[qiān]萬[wàn]別[bié]大[dà]意[yì]喔[ō]<[<br>]b[yǒu]r[bù]>[dǒng]有[de]不[shì]懂[yào]的[wèn]事[wǒ]要[，]問[zhī]我[dào]，[ma]知[？],"Keep your wits, now.<br>If you need something, ask me, OK?","Ahora, mantente alerta.<br>Si necesitas algo, pídemelo, ¿sí?","No te descuides.<br>Si necesitas algo, dímelo.",油断[ゆだん]： 気[き]を 抜[ぬ]くこと,,するなよ： 禁止[きんし]の 命令形[めいれいけい],〜な？： 相手[あいて]に 確認[かくにん]・ 同意[どうい]を 求[もと]める,油断[ゆだん]して 財布[さいふ]をなくした。,,ここで 寝[ね]るなよ。,今日[きょう]は 寒[さむ]いな？,[sound:hypertts-627d71fa046406c2c09200335538036faed3491accc733893d49191f.mp3],,[sound:hypertts-1c65498a16a9e278a42163d817880774d512084ae126c27c643d6e41.mp3],[sound:hypertts-65df5d13329c5457c1009a2a502e47b89464207d3d9c1c65e29d0ded.mp3]
足がフラフラするの,足[あし]がフラフラするの,足がフラフラするの,"<img src=""Spirited_Away_-_ja_-_Jap_2550881.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2550619.mp3],Em choáng váng quá.,다리가 후들거려요,我[wǒ]连[lián]双[shuāng]腿[tuǐ]都[dōu]站[zhàn]不[bù]稳[wěn]了[le],我[wǒ]雙[shuāng]腿[tuǐ]都[dōu]站[zhàn]不[bù]穩[wěn]了[le],I'm dizzy.,Estoy mareada.,Estoy mareada.,フラフラ： 疲[つか]れや 病気[びょうき]で 体[からだ]が 安定[あんてい]しない 様子[ようす],,〜の： 説明[せつめい]や 理由[りゆう]を 表[あらわ]す,,徹夜[てつや]してフラフラだ。,,どうして 遅[おく]れたの？,,[sound:hypertts-a3168c5108ea54f0d5f4bfd6ca78d75a3310873ad8812fb6e166ea95.mp3],,[sound:hypertts-351eef684ecb4df803d84b83c08fae8a55dad3a0e54035eb81e88487.mp3],
腹(はら)かけ 自分で洗(あら)うんだよ<br>はかま,腹[はら]かけ 自分[じぶん]で 洗[あら]うんだよ<br>はかま,腹かけ自分で洗うんだよはかま,"<img src=""Spirited_Away_-_ja_-_Jap_2565896.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2565662.mp3],"Áo yếm đây, em tự giặt nhé. Quần này.",앞치마랑 바지는<br>자기 스스로 빠는 거야,肚[dù]兜[dōu] 要[yào]自[zì]己[jǐ]洗[xǐ],肚[dù]兜[dōu]，[，]要[yào]自[zì]己[jǐ]洗[xǐ]喔[ō],You wash your own apron! Pants.,Tendrás que lavar tu delantal. Pantalones.,"Tu delantal, lávalo tú. Y los pantalones.",腹[はら]かけ： 昔[むかし]の 作業着[さぎょうぎ]、 腹部[ふくぶ]を 覆[おお]う 布[ぬの],はかま： 和服[わふく]の 下[した]に 履[は]く 衣装[いしょう],〜んだよ： 説明[せつめい]・ 強調[きょうちょう],,昔[むかし]の 子供[こども]は 腹[はら]かけをよく 着[き]ていた。,卒業式[そつぎょうしき]ではかまを 着[き]た。,これは 大事[だいじ]なんだよ。,,[sound:hypertts-69cacbdafa3b969b7d6cbc77cad2273b6a1dd438bd620ac967efca51.mp3],[sound:hypertts-659b5d1b051d5c4862210ea2ce37e6dcd3004535568096c470eb6e5e.mp3],[sound:hypertts-eb937257907c983492e526ce66a28fd55f5ab321b9dd170427046628.mp3],
二人？<br>あんなの二人もいたら<br>たまんないよ,二人[ふたり]？<br>あんなの 二人[ふたり]もいたら<br>堪[た]まんないよ,二人あんなの二人もいたら堪まんないよ,"<img src=""Spirited_Away_-_ja_-_Jap_2581328.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2581328.mp3],"Hai người?<br>Thôi, có đến hai kẻ thì sao chịu nổi.","두 명?<br>그런 애가 둘이면<br>죽는다, 죽어!",两[liǎng]位[wèi]？[？<br>]<[nà]b[zhǒng]r[rén]>[yǒu]那[liǎng]种[gè]人[hái]有[dé]两[le],兩[liǎng]位[wèi]？[？<br>]<[nà]b[zhǒng]r[rén]>[yǒu]那[liǎng]種[wèi]人[jiù]有[cǎn]兩[le],Two?<br>Of him? I sure hope not.,¿Dos?<br>¿Dos Hakus? Espero que no.,¿Dos?<br>No aguantaría a dos como él.,たまんない： 我慢[がまん]できないほど 困[こま]る,,〜も： 数量[すうりょう]の 多[おお]さを 強調[きょうちょう],〜たら： 仮定条件[かていじょうけん],暑[あつ]くてたまんない。,,子供[こども]が三 人[にん]もいる。,雨[あめ]が 降[ふ]ったら 行[い]かない。,[sound:hypertts-d0599ae715b9ea36c027d93c993cfd35c0e573a13190708f7fff20d4.mp3],,[sound:hypertts-341bb97adc40145c28a21e11874526d2e9aca7818cc56a326d7222ad.mp3],[sound:hypertts-411799713ff01851ddaf54ed23d446489154ce9de0b563b8dca83aee.mp3]
あいつは湯婆婆(ゆばーば)の手先だから<br>気をつけな,あいつは 湯婆婆[ゆばーば]の 手先[てさき]だから<br> 気[き]をつけな,あいつは湯婆婆の手先だから気をつけな,"<img src=""Spirited_Away_-_ja_-_Jap_2586500.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2586263.mp3],Hắn là tay sai của Yubaba đó.<br>Em coi chừng.,"이것도 안 되겠고…<br>걔는 유바바의 부하야, 조심해",不[bù]行[xíng]<[<br>]b[nà]r[jiā]>[huo]那[shì]家[tāng]伙[pó]是[po]汤[de]婆[shǒu]婆[xià]的[ ]手[yào]下[xiǎo],不[bù]行[xíng]喔[ō]<[<br>]b[nà]r[jiā]>[huǒ]那[shì]傢[tāng]伙[pó]是[po]湯[de]婆[shǒu]婆[xià]的[，]手[yào]下[xiǎo]，[xīn],He's Yubaba's henchman. Watch out for him.,Sigue siendo grande.<br>Es el asistente de Yubaba.<br>Ten cuidado con él.,No te valdrá.<br>Es un esbirro de Yubaba.<br>Ten cuidado con él.,手先[てさき]： 使い走[つかいはし]り、 命令[めいれい]を 受[う]けて 動[うご]く 者[もの],気[き]をつける： 注意[ちゅうい]すること,〜だから： 理由[りゆう]を 表[あらわ]す,〜な（ 禁止[きんし]・ 注意[ちゅうい]）,彼[かれ]はボスの 手先[てさき]だ。,車[くるま]に 気[き]をつけてね。,疲[つか]れているから 寝[ね]る。,危[あぶ]ないから 行[い]くな。,[sound:hypertts-202516a4a68348c15fe196870676ac366da80f96eae0ac4a63e6f377.mp3],[sound:hypertts-7a05b379a86c2d4b24a0d2c0ebf04dfa86f3f7e48861e66aeb4fa3ce.mp3],[sound:hypertts-13826fd70d5f3d1626c87957beab79050d72fdad9d8bc16ad2bbdfd9.mp3],[sound:hypertts-079b10db9b4b4d2b0001f194df10c932d31bd47c66e2ace576e72d53.mp3]
気持ち悪いんだって 新入りだよ,気持[きも]ち 悪[わる]いんだって 新入[しんい]りだよ,気持ち悪いんだって新入りだよ,"<img src=""Spirited_Away_-_ja_-_Jap_2606562.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2606475.mp3],"Đây là người mới, cô bé thấy không khỏe.",새로 온 애가 속이 이상하대,新[xīn]人[rén]说[shuō]她[tā]不[bù]太[tài]舒[shū]服[fú],新[xīn]人[rén]說[shuō]她[tā]不[bù]太[tài]舒[shū]服[fú],New girl. Says she feels faint.,Chica nueva. Dice que está mareada.,La nueva. Dice que está mareada.,気持[きも]ち 悪[わる]い： 不快[ふかい]・ 嫌[いや]な 感[かん]じ,新入[しんい]り： 新[あたら]しく 入[はい]った 人[ひと],〜んだって： 伝聞[でんぶん] 表現[ひょうげん],,虫[むし]を 見[み]て 気持[きも]ち 悪[わる]くなった。,会社[かいしゃ]に 新入[しんい]りが 来[き]た。,彼[かれ]は 今日[きょう] 来[こ]ないんだって。,,[sound:hypertts-4744ce5cfb605b747943f014e403cdc9887fc18f75381cb68b1d6635.mp3],[sound:hypertts-0b91a0864462d7e34d5ea59e9695b7a6323f0ad3a4fe696684914a40.mp3],[sound:hypertts-51e6a9d622b68f354cd8ca2d4f864c4e1f0032f20d0257c1b5261195.mp3],
（不思議(ふしぎ)な音楽）,（ 不思議[ふしぎ]な 音楽[おんがく]）,,"<img src=""Spirited_Away_-_ja_-_Jap_2807804.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2807804.mp3],,"“소금, 눈”<br>“신선식품”",,,,,SAL<br>PRODUCTOS FRESCOS,不思議[ふしぎ]： 説明[せつめい]できないほど 珍[めずら]しい 様子[ようす],,,,不思議[ふしぎ]な 夢[ゆめ]を 見[み]た。,,,,[sound:hypertts-6bfcdcaf5df45daf238f927c7d52b10f4337e2a9f6cbbb4e85dbbda7.mp3],,,
あんまり太っちゃダメだよ<br>食べられちゃうからね,あんまり 太[ふと]っちゃダメだよ<br> 食[た]べられちゃうからね,あんまり太っちゃダメだよ食べられちゃうからね,"<img src=""Spirited_Away_-_ja_-_Jap_2906778.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2906391.mp3],"Nên bố mẹ đừng mập lên quá,<br>kẻo lại bị làm thịt mất.",너무 살찌지 마<br>잡아먹힐 거야!,不[bù]能[néng]吃[chī]太[tài]胖[pàng] 不[bù]然[rán]会[huì]被[bèi]杀[shā]来[lái]吃[chī]的[de],不[bù]能[néng]吃[chī]太[tài]胖[pàng]喔[ō]，[，]會[huì]被[bèi]殺[shā]來[lái]吃[chī]的[de],"Don't get too fat, or they'll eat you.",No engorden demasiado o se los comerán.,"¡No engordéis demasiado, que os comerán!",太[ふと]る： 体重[たいじゅう]が 増[ふ]える,,〜ちゃダメ： 禁止[きんし]（ 口語[こうご]）,〜からね： 理由[りゆう]の 説明[せつめい]・ 念押[ねんお]し,食[た]べすぎて 太[ふと]った。,,ここで 寝[ね]ちゃダメだよ。,急[いそ]いでね、 遅[おく]れるからね。,[sound:hypertts-1c780a5d4c86cd546c4c56f65d7a31b3f3fa6fcfa5e2746462022463.mp3],,[sound:hypertts-803d61b42b183713be997c0af5ee17dac96dd9a5dfc1d7bd83a881ca.mp3],[sound:hypertts-19be8c250d4c1be45dfdfd7c6277593007d62b4eb9f615c20067b27b.mp3]
湯婆婆(ゆばーば)は相手の名を奪(うば)って<br>支配(しはい)するんだ,湯婆婆[ゆばーば]は 相手[あいて]の 名[な]を 奪[うば]って<br> 支配[しはい]するんだ,湯婆婆は相手の名を奪って支配するんだ,"<img src=""Spirited_Away_-_ja_-_Jap_2942272.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2942069.mp3],Yubaba cướp tên người khác<br>để khống chế họ đấy.,유바바는 누구든<br>이름을 빼앗아서 지배해,汤[tāng]婆[pó]婆[po]透[tòu]过[guò]夺[duó]取[qǔ]别[bié]人[rén]的[de]名[míng]字[zì]来[lái]操[cāo]控[kòng]人[rén],湯[tāng]婆[pó]婆[po]透[tòu]過[guò]奪[duó]取[qǔ]<[<br>]b[bié]r[rén]>[de]別[míng]人[zì]的[lái]名[kòng]字[zhì]來[rén],Yubaba rules others<br>by stealing their names.,Yubaba controla a los demás<br>robándoles el nombre.,Yubaba gobierna a los demás<br>robando sus nombres.,奪[うば]う： 力[ちから]で 取り上[とりあ]げる,支配[しはい]： 支配[しはい]して 従[したが]わせること,〜んだ： 説明[せつめい]・ 強調[きょうちょう],,彼[かれ]は 自由[じゆう]を 奪[うば]われた。,王[おう]は 国[くに]を 支配[しはい]した。,これは 本当[ほんとう]なんだ。,,[sound:hypertts-d09dd2180a53c14e8e26589730beb820e218d361ec7572805e831872.mp3],[sound:hypertts-461d2112f45312d68e92b327e1b529d52021e32a731ceefb60161045.mp3],[sound:hypertts-4484847c0ff003579a429d51163a226e5e56c729348c8c9d15b7a413.mp3],
私(わたし) もう取られかけてた<br>千になりかけてたもん,私[わたし]もう 取[と]られかけてた<br> 千[せん]になりかけてたもん,私もう取られかけてた千になりかけてたもん,"<img src=""Spirited_Away_-_ja_-_Jap_2949738.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2949738.mp3],Suýt nữa em đã đánh mất bản thân<br>và trở thành Sen rồi.,이름을 거의 빼앗길 뻔했어,我[wǒ]的[de]名[míng]字[zì]快[kuài]被[bèi]夺[duó]走[zǒu]了[le]<[<br>]b[kuài]r[yào]>[yǐ]快[wéi]要[zì]以[jǐ]为[jiù]自[jiào]己[xiǎo]就[qiān]叫[le],我[wǒ]的[de]名[míng]字[zì]快[kuài]被[bèi]奪[duó]走[zǒu]了[le]<[<br>]b[wǒ]r[gāng]>[yǐ]我[wèi]剛[zì]以[jǐ]為[jiù]自[jiào]己[xiǎo]就[qiān],She almost got mine.<br>I'd nearly turned into Sen.,Casi me lo roba.<br>Estuve a punto de convertirme en Sen.,Me lo había quitado<br>y me había convertido en Sen.,〜かける： 途中[とちゅう]で 止[と]まった 状態[じょうたい],,〜てもん： 理由[りゆう]や 言い訳[いいわけ]の 口語[こうご],,宿題[しゅくだい]をやりかけて 出[で]かけた。,,遅[おく]れたって、 電車[でんしゃ]が 止[と]まってたんだもん。,,[sound:hypertts-b44bf0afd72bff68016f7496fa76f12c381997ef670708b2c81a77d1.mp3],,[sound:hypertts-aea66fbc885c1af3ad16493e40f863b4f1a622899a2e15e02f729a93.mp3],
名を奪(うば)われると<br>帰り道がわからなくなるんだよ,名[な]を 奪[うば]われると<br> 帰り道[かえりみち]が 分[わ]からなくなるんだよ,名を奪われると帰り道が分からなくなるんだよ,"<img src=""Spirited_Away_-_ja_-_Jap_2953784.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_2953784.mp3],"Nếu em bị cướp mất tên,<br>em sẽ không còn đường về nữa.",이름 뺏기면<br>돌아가는 길을 잊게 돼,名[míng]字[zì]一[yí]旦[dàn]被[bèi]夺[duó]走[zǒu]了[le]<[<br>]b[jiù]r[huì]>[zhǎo]就[bú]会[dào]找[huí]不[jiā]到[de]回[lù],名[míng]字[zì]一[yí]旦[dàn]被[bèi]奪[duó]走[zǒu]了[le]<[<br>]b[jiù]r[huì]>[zhǎo]就[bú]會[dào]找[huí]不[jiā]到[de]回[lù],"If she steals your name,<br>you'll never find your way home.","Si te lo roba,<br>nunca podrás regresar a tu casa.","Si te roba el nombre,<br>no sabrás volver a casa.",奪[うば]われる： 強制的[きょうせいてき]に 取[と]られる（ 受け身[うけみ]）,帰り道[かえりみち]： 帰[かえ]るための 道[みち],〜と： 条件[じょうけん]を 表[あらわ]す（ 必然[ひつぜん]）,〜んだよ： 説明[せつめい]・ 強調[きょうちょう],財布[さいふ]を 奪[うば]われた。,帰り道[かえりみち]にコンビニに 寄[よ]った。,春[はる]になると 花[はな]が 咲[さ]く。,彼[かれ]は 学生[がくせい]なんだよ。,[sound:hypertts-6c983b5180bbdec52c58cee93e70d239180815c548a897cb2a12484b.mp3],[sound:hypertts-a1cff4b30f18ab70835921eafd5361f9424e3d60574cc3bfd81910c6.mp3],[sound:hypertts-7f41039368d9a6e4d2306a8a0b4d381bb8eeeee111a6ffe6ffd283f6.mp3],[sound:hypertts-51e2e2af75aa6939f569067831d64d446e92ee5af45a81f8b6345753.mp3]
